1.000000000000000056e-01 -1.949209527493736216e+00 5.428513299765568316e-04 9.695563145757444268e-01 2.083296075983120943e-04
1.615384615384615474e-01 -1.917097606235562690e+00 5.416222623724027338e-04 9.507115069201064195e-01 2.816581851825115837e-04
2.230769230769230616e-01 -1.884581581181112186e+00 5.216974121844741635e-04 9.303218072437079433e-01 5.314393460179321670e-04
2.846153846153846034e-01 -1.851930496176434238e+00 5.301130141262270145e-04 9.117723543046207801e-01 5.620232678890743497e-04
3.461538461538461453e-01 -1.817828363023556104e+00 5.617356240664879950e-04 8.908314174843253719e-01 7.302108212080425566e-04
4.076923076923076872e-01 -1.782480300161928710e+00 5.687060560484079796e-04 8.696567021961961741e-01 7.984403963473446801e-04
4.692307692307692291e-01 -1.747188152680427597e+00 6.065097175368909911e-04 8.495740098449630073e-01 9.209156162683517942e-04
5.307692307692307709e-01 -1.710234194261434748e+00 6.306733446925339532e-04 8.248711755578324034e-01 1.162953907428790302e-03
5.923076923076923128e-01 -1.671161582813286195e+00 6.256459343424861704e-04 8.036862348669071565e-01 1.271319950560595652e-03
6.538461538461537437e-01 -1.632843239533904978e+00 6.815593991972910930e-04 7.822318915525693361e-01 1.276438385454724527e-03
7.153846153846152855e-01 -1.588939465558698805e+00 6.982870823439217382e-04 7.532762214746033802e-01 1.554775959792468803e-03
7.769230769230768274e-01 -1.543949889093440664e+00 7.560752438287987728e-04 7.247742258117408909e-01 1.822579196745255457e-03
8.384615384615383693e-01 -1.492761209551656698e+00 9.335910482264339139e-04 6.930290910625767076e-01 2.164706813736076100e-03
8.999999999999999112e-01 -1.438250644192029748e+00 9.898274179935911098e-04 6.538493986635675048e-01 3.043912012297638782e-03
9.615384615384614531e-01 -1.369372525702014398e+00 1.215340635657684125e-03 5.870945248399808136e-01 6.073509398007046964e-03
1.023076923076922995e+00 -1.285243546165249162e+00 1.546615117703392054e-03 4.697525718006180795e-01 1.483821115678592845e-02
1.084615384615384537e+00 -1.193529183019130802e+00 1.459449984188727076e-03 3.314820870013980292e-01 1.554011056406200304e-02
1.146153846153846079e+00 -1.110012082563657465e+00 1.278575157684160545e-03 2.299930158865005625e-01 9.689805690669968385e-03
1.207692307692307621e+00 -1.032300507969935000e+00 1.152729091987975520e-03 1.685314543419455524e-01 5.789349030012242749e-03
1.269230769230769162e+00 -9.684961152471869283e-01 9.368623599558374921e-04 1.381748219737411187e-01 4.089088139318232569e-03
1.330769230769230704e+00 -9.061049754627545916e-01 8.852698314343943661e-04 1.187271017390128386e-01 2.769895494800799808e-03
1.392307692307692246e+00 -8.565463534942543422e-01 8.323651163555793094e-04 1.036202450571467454e-01 2.078477456909474247e-03
1.453846153846153788e+00 -8.118999892196100410e-01 7.047065682326465220e-04 9.224231266525612094e-02 1.613589983901091585e-03
1.515384615384615330e+00 -7.681437500226581117e-01 6.389363677779957710e-04 8.359601953247909611e-02 1.261878385010815461e-03
1.576923076923076872e+00 -7.290390761720425550e-01 5.588657527658533099e-04 7.803310690312097175e-02 1.082066790343833148e-03
1.638461538461538414e+00 -6.971757596911878352e-01 5.096373735279190577e-04 7.399791619829322598e-02 9.081209660012084942e-04
1.699999999999999956e+00 -6.659316198693062683e-01 4.656500868434423923e-04 6.922359143942680149e-02 7.569907512243803649e-04
1.761538461538461497e+00 -6.347185396658805434e-01 4.265186296263691877e-04 6.555580005951501532e-02 6.480838709203731816e-04
1.823076923076923039e+00 -6.110632782254714623e-01 3.840880302282310369e-04 6.233454937871325124e-02 5.941330388199475262e-04
1.884615384615384581e+00 -5.869372772682462935e-01 3.468135294629033313e-04 6.044938909831879675e-02 5.284224584145768774e-04
1.946153846153846123e+00 -5.643896863828271604e-01 3.261045147316972274e-04 5.784346321189724749e-02 4.667361447246150350e-04
2.007692307692307665e+00 -5.458478320656925398e-01 3.116315237223017307e-04 5.603092495011029184e-02 4.195447999805570517e-04
2.069230769230768985e+00 -5.255022352320979362e-01 2.946485396281938026e-04 5.474324162554108225e-02 3.794994030652465368e-04
2.130769230769230749e+00 -5.104777401225616407e-01 2.713687341667542674e-04 5.300512999188828483e-02 3.655076920564751647e-04
2.192307692307692069e+00 -4.908138344779231499e-01 2.497947761879936129e-04 5.099027848391416567e-02 3.246285573921191508e-04
2.253846153846153832e+00 -4.768072278377223916e-01 2.317453899694944385e-04 4.996679223714048379e-02 3.141741514023493344e-04
2.315384615384615152e+00 -4.636229922771833989e-01 2.116547952554928092e-04 4.939186640799608785e-02 2.816701474900009305e-04
2.376923076923076916e+00 -4.484041358506589137e-01 2.061648065626984659e-04 4.815243330264309951e-02 2.609495074910021957e-04
2.438461538461538236e+00 -4.360038752914573434e-01 1.959984128888276635e-04 4.775321573030780892e-02 2.406953804568115072e-04
2.500000000000000000e+00 -4.251816040359719384e-01 1.923448171186148501e-04 4.636890697601776107e-02 2.383035339677817594e-04
